"GMT Standard Time","E:\Data_X\tLog_01 [Avg. Disk sec/Write]"
"17/03/2017 11:40:15","0.0010724137377120893"
"17/03/2017 11:40:20","0.0010444872379004628"
"17/03/2017 11:40:25","0.0010270598407337206"
"17/03/2017 11:40:30","0.0010984106956184187"
"17/03/2017 11:40:35","0.0011508445905834401"
"17/03/2017 11:40:40","0.0012059703565438381"
"17/03/2017 11:40:45","0.00096524108609020759"
"17/03/2017 11:40:50","0.0010194512500091377"
"17/03/2017 11:40:55","0.00089983503489968696"
"17/03/2017 11:41:00","0.00"
"17/03/2017 11:41:05","0.00"
"17/03/2017 11:41:11","0.0012500192063516452"
"17/03/2017 11:41:16","0.0014083261047609869"
"17/03/2017 11:41:21","0.00"
"17/03/2017 11:41:26","0.00"
"17/03/2017 11:41:31","0.00080010168890180182"
"17/03/2017 11:41:36","0.00"
"17/03/2017 11:41:41","0.00"
"17/03/2017 11:41:46","0.00"
"17/03/2017 11:41:51","0.00"
"17/03/2017 11:41:56","0.0008333461375677635"
"17/03/2017 11:42:01","0.0012328378366848018"
"17/03/2017 11:42:06","0.0011201872570919392"
"17/03/2017 11:42:11","0.0010475431250743013"
"17/03/2017 11:42:16","0.00091845611831430053"
"17/03/2017 11:42:21","0.0009413945333709981"
"17/03/2017 11:42:26","0.00088533683423706508"
"17/03/2017 11:42:31","0.00088476057774577565"
"17/03/2017 11:42:36","0.00087404996432630144"
"17/03/2017 11:42:41","0.00109083736111739"
"17/03/2017 11:42:46","0.0011324746357108378"
"17/03/2017 11:42:51","0.0010247329032340568"
"17/03/2017 11:42:56","0.0011003729739713925"
"17/03/2017 11:43:02","0.0010257801823781517"
"17/03/2017 11:43:07","0.0010224226793323513"
"17/03/2017 11:43:12","0.0010976065899020863"
"17/03/2017 11:43:17","0.0011870250251556794"
"17/03/2017 11:43:22","0.00089706489197034377"
"17/03/2017 11:43:27","0.0010210450302485822"
"17/03/2017 11:43:32","0.0010291869318476486"
"17/03/2017 11:43:37","0.00097541849405593151"
"17/03/2017 11:43:42","0.00093238932787553905"
"17/03/2017 11:43:47","0.0010125871859695572"
"17/03/2017 11:43:52","0.0010172770606371219"
"17/03/2017 11:43:57","0.0011711460424367645"
"17/03/2017 11:44:02","0.0013090387943613289"
"17/03/2017 11:44:07","0.0014125885631126583"
"17/03/2017 11:44:12","0.0009451797892889108"
"17/03/2017 11:44:17","0.00094994341116351672"
"17/03/2017 11:44:22","0.00097221507468460086"
"17/03/2017 11:44:27","0.0010287877849607064"
"17/03/2017 11:44:32","0.00098613997503957493"
"17/03/2017 11:44:37","0.0011947944635268464"
"17/03/2017 11:44:42","0.0018438686224415237"
"17/03/2017 11:44:47","0.0011473924359500598"
"17/03/2017 11:44:52","0.0013395029759715896"
"17/03/2017 11:44:58","0.0012973260284186181"
"17/03/2017 11:45:03","0.0011661210069009763"
"17/03/2017 11:45:08","0.0013107769178501778"
"17/03/2017 11:45:13","0.0011448921038163778"
"17/03/2017 11:45:18","0.0010153947822389364"
"17/03/2017 11:45:23","0.0010863784041310793"
"17/03/2017 11:45:28","0.0014726335399307337"
"17/03/2017 11:45:33","0.0013127616844625569"
"17/03/2017 11:45:38","0.0014175476133693285"
"17/03/2017 11:45:43","0.0014131438711212608"
"17/03/2017 11:45:48","0.0013717611963494267"
"17/03/2017 11:45:53","0.0013672236444607654"
"17/03/2017 11:45:58","0.0011006985524696575"
"17/03/2017 11:46:03","0.00087639409148289695"
