"(PDH-CSV 4.0) (GMT Standard Time)(0)","\\SQL01\LogicalDisk(E:\Data_X\tLog_01)\Avg. Disk sec/Read","\\SQL01\LogicalDisk(E:\Data_X\data_01)\Avg. Disk sec/Read","\\SQL01\LogicalDisk(E:\Data_X\backup_01)\Avg. Disk sec/Read","\\SQL01\LogicalDisk(E:)\Avg. Disk sec/Read","\\SQL01\LogicalDisk(C:)\Avg. Disk sec/Read","\\SQL01\LogicalDisk(E:\Data_X\tLog_01)\Avg. Disk sec/Write","\\SQL01\LogicalDisk(E:\Data_X\data_01)\Avg. Disk sec/Write","\\SQL01\LogicalDisk(E:\Data_X\backup_01)\Avg. Disk sec/Write","\\SQL01\LogicalDisk(E:)\Avg. Disk sec/Write","\\SQL01\LogicalDisk(C:)\Avg. Disk sec/Write","\\SQL01\LogicalDisk(E:\Data_X\tLog_01)\Avg. Disk sec/Transfer","\\SQL01\LogicalDisk(E:\Data_X\data_01)\Avg. Disk sec/Transfer","\\SQL01\LogicalDisk(E:\Data_X\backup_01)\Avg. Disk sec/Transfer","\\SQL01\LogicalDisk(E:)\Avg. Disk sec/Transfer","\\SQL01\LogicalDisk(C:)\Avg. Disk sec/Transfer"
"03/18/2017 09:55:25.475","0","0","0","0","0","0.00092811354495843932","0","0","0","0.00065008262223271388","0.00092811354495843932","0","0","0","0.00064994293967529388"
"03/18/2017 09:55:27.475","0","0","0","0","0","0.00078153268279492958","0","0","0","0","0.00078153268279492958","0","0","0","0"
"03/18/2017 09:55:29.475","0","0","0","0","0","0.00093090052242924897","0","0","0","0.00093333091216900473","0.00093090052242924897","0","0","0","0.00093333091216900473"
"03/18/2017 09:55:31.475","0","0","0","0","0","0.00097612280616784575","0","0","0","0.00090002127830958033","0.00097612280616784575","0","0","0","0.00090002127830958033"
"03/18/2017 09:55:33.475","0","0","0","0","0","0.00097360470118986169","0","0","0","0.00065001278095400388","0.00097360470118986169","0","0","0","0.00065001278095400388"
"03/18/2017 09:55:35.474","0","0","0","0","0.0070997850285441306","0.00093864074794883278","0","0","0","0.0018500023513230498","0.00093864074794883278","0","0","0","0.0026000112145138955"
"03/18/2017 09:55:35.476","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"03/18/2017 09:55:37.475","0","0","0","0","0","0.00090840789568674522","0","0","0","0.00074995565078801913","0.00090840789568674522","0","0","0","0.00074995565078801913"
"03/18/2017 09:55:39.475","0","0","0","0","0","0.00067351521202577949","0","0","0","0.00071997977396568553","0.00067351521202577949","0","0","0","0.00071997977396568553"
"03/18/2017 09:55:41.475","0","0","0","0","0","0.00094406077058668738","0","0","0","0.004450006914286592","0.00094406077058668738","0","0","0","0.004450006914286592"
